,Article Date,Atricle Category,Article Title,Article Link,Article content
23,12/3/2019 12:25:52 PM,Egypt-Politics,Road accidents up by 17.9 percent in Egypt in first half of 2019: CAPMAS,https://english.ahram.org.eg/NewsContent/1/64/357026/Egypt/Politics-/Road-accidents-up-by--percent-in-Egypt-in-first-ha.aspx,"Egypt’s Central Agency for Public Mobilisation and Statistics published on Tuesday a report on road and railway accidents in Egypt during the first half of 2019.According to the report, the number of road accidents reached 5,220 in the first half of 2019 compared to 4,426 in the same period in 2018, an increase of 17.9 percent.Road accidents in the first half of 2019 left 1,567 dead and 6,046 injured, and damaged 8,335 vehicles.On the other hand, railway accidents witnessed a 14.7 percent decrease, with 923 accidents in the first half of 2019 compared to 1,082 accidents during the same period in 2018.More than half of the railway accidents were in the Delta region.Search Keywords:CAPMAS Short link:  "
24,11/17/2019 9:45:00 AM,Egypt-Politics,"9 killed, 9 injured in deadly crash on Egypt's Sohag-Red Sea highway","https://english.ahram.org.eg/NewsContent/1/64/356053/Egypt/Politics-/-killed,--injured-in-deadly-crash-on-Egypts-SohagR.aspx"," Related Egypt's road accidents plunge 41.1% since 2014: Cabinet14 killed in road crash in Cairo suburb of HelwanNine people were killed and nine injured in a deadly car accident on the Sohag-Red Sea highway in Upper Egypt late Saturday.The fatal accident took place after a truck collided with a microbus at full speed, killing a number of passengers in the minibus.The injured were transferred to a number of hositals for treatment, including Sohag General Hospital, Sohag Educational Hospital, and Akhmim Central Hospital. Road accidents in Egypt dropped 41.1 percent to record 8,480 accidents in 2018, down from 14,403 accidents in 2014, an infograph of the Egyptian cabinet showed earlier this month.Deaths due to accidents declined 50.5 percent from 2014 to 2018, with 3,087 deaths in 2018, down from 6,236 in 2014.Deadly road accidents take place on a daily basis in Egypt due to poor road safety, badly maintained infrastructure, and loosely enforced traffic regulations.However, Egypt has allocated millions of pounds to developing and expanding road networks in recent years.In 2017, the government passed a comprehensive traffic law to crack down on violators and enhance safety and security.The law will go into effect in 2020Search Keywords: Sohag  Red Sea  Car accidents in Egypt  Egypt's roads Short link:  "
25,11/4/2019 7:52:33 PM,Egypt-Politics,Egypt's road accidents plunge 41.1% since 2014: Cabinet,https://english.ahram.org.eg/NewsContent/1/64/355284/Egypt/Politics-/Egypts-road-accidents-plunge--since--Cabinet.aspx," Related Deaths from road accidents in Egypt down by 17.8% in 2018: CAPMASRoad accidents in Egypt down by 24.2% in first half of 2018: CAPMASTwo killed, 42 injured in Egypt bus accidentsRoad accidents in Egypt plunged 41.1 percent to hit 8,480 accidents in 2018, down from 14,403 accidents in 2014, an infograph by the Egyptian cabinet showed.There has been a yearly decline in the number of road accidents, according to the infograph. There were 11,098 accidents in 2017, 14,710 in 2016, and 14,548 in 2015.Deaths due to accidents slumped 50.5 percent from 2014 to 2018, recording 3,087 deaths in 2018, down from 6,236 in 2014.The infograph showed that the country has advanced 90 positions in the past five years in the Road Quality Indicators, one of the components of the Global Competitiveness Index by the World Economic Forum.Egypt ranked 28th in roads quality in 2019, up from 45th in 2018, 75th in 2017, 107th in 2016, 110th in 2015, and 118th in 2014.The cabinet attributed the improved ranking to the mega road projects implemented by the country.Deadly road accidents take place on a daily basis in Egypt due to poor road safety, badly maintained infrastructure, and loosely enforced traffic regulations.Egypt has allocated millions of pounds to developing and expanding road networks in recent years.In 2017, the government passed a comprehensive traffic law to crack down on violators and enhance safety and security.The law will go into effect in 2020.Search Keywords:Road accidents in Egypt  Egyptian Cabinet Short link:  "
26,10/29/2019 6:16:23 PM,Egypt-Politics,Egyptian train conductor detained after allegedly forcing two passengers to jump from moving train,https://english.ahram.org.eg/NewsContent/1/64/354904/Egypt/Politics-/Egyptian-train-conductor-detained-after-allegedly-.aspx,"The office of the Egyptian prosecutor-general in Tanta ordered on Tuesday the four-day detention of a conductor who allegedly forced two passengers to jump from a moving train on Monday, leading to the death of one and the injury of the other.The prosecution said that according to investigations, the conductor forced the passengers to jump from the train for not having tickets, adding that the suspect has been ordered to undergo a drug test.Train conductors in Egypt are tasked with ensuring that passengers have paid the required fare.Reports of the incident went viral on social media in Egypt on Monday, with videos circulated of other passengers who were on the train at the time describing the incident.Egypt's Railway Authority issued a statement about the incident on Monday, saying that as train 934 was travelling from Alexandria to Luxor, the two passengers refused to pay the tickets after being confronted by the conductor.The statement said that the two men, who were street vendors, jumped as the train began to reduce its speed as it approached a station in Gharbeya.The statement quoted Egypt's Minister of Transportation Kamel El-Wazir as saying that he would not allow the rights of any Egyptian citizen to be violated.The minister added that the investigations would reveal the truth of the situation.According to news report, the man killed in the incident has been identified as 23-year-old Mohamed Eid from Shubra El-Khaima, Qalioubiya.Search Keywords: Egypt Railways  Train accidents  Egypt transportation Short link:  "
27,10/29/2019 2:06:01 PM,Egypt-Politics,Five people killed in railway crossing crash in Upper Egypt's Luxor,https://english.ahram.org.eg/NewsContent/1/64/354895/Egypt/Politics-/Five-people-killed-in-railway-crossing-crash-in-Up.aspx," Related Egypt Railway Authority signs cooperation agreement with German railway company Deutsche BahnEgypt's transport minister, Bombardier company discuss cooperation in railway sectorEgypt's new Transport Minister El-Wazir says 'no room for mistakes in railway sector'Five people were killed and two others were injured after a train crashed into a minibus at a railway crossing on Tuesday in Upper Egypt's Luxor governorate.A source at the Egyptian National Railways (ENR) said the crash occurred while the vehicle was crossing the Karnak railway crossing in the Badran region in Luxor.All the dead and the injured were taken to Luxor's general hospital. The ENR said it will issue a statement on the accident once it has all the necessary information.Railway accidents are common in Egypt due to negligence and unsafe signalling systems.The railway system is largely operated manually, with employees responsible for managing the crossings by communicating with the drivers – a practice that is considered unreliable and unsafe.In 2015, the government launched programmes to automate the crossings, but said that repairing and developing the railway system would take two to three years.Search Keywords: Egypt Railway  Trains  Accidents  Railway Short link:  "
28,4/14/2019 1:40:17 PM,Egypt-Politics,Deaths from road accidents in Egypt down by 17.8% in 2018: CAPMAS,https://english.ahram.org.eg/NewsContent/1/64/329991/Egypt/Politics-/Deaths-from-road-accidents-in-Egypt-down-by--in--C.aspx," Related Road accidents in Egypt down by 24.2% in first half of 2018: CAPMASEgypt's President Sisi inspects new road providing better access to South Sinai's Sharm El-SheikhEgypt to implement ban on heavy trucks on Ring Road starting SaturdayEgypt’s state statistics agency CAMPAS has said in a report that 2018 saw 8,480 road accidents in the country, down from 11,098 in 2017, a drop of 23.6 percent.In the report published on Sunday, CAPMAS said that deaths from road accidents decreased to 3,087 in 2018, compared to 3,747 in 2017.The number of accidents on highways was recorded at 23.2 accidents per day in 2018, compared to 30.4 in 2017.The report said that the decrease in road accidents was due to the state’s renovation of road networks.According to the report, the main cause of road accidents was driver error, at 76.8 percent, followed by technical malfunctions, at 15.7 percent, and poor road maintenance at 2.7 percent.The report also said that there was a spike in train accidents in 2018, reaching 2,044, compared to 1,793 in 2017, a 14 percent increase.Deadly road accidents take place on a daily basis in Egypt due to poor road safety, badly maintained infrastructure, and loosely enforced traffic regulations.However, Egypt has allocated millions of pounds on developing and expanding road networks in recent years.In 2017, the government also passed a new, comprehensive traffic law to crackdown on violators and enhance safety and security.The law will go into effect in 2020.Last year, CAPMAS said that the number of road accidents in Egypt in 2017 dropped to 11,000 from around 15,000 the previous year.Search Keywords:Egypt  Road Accidents  Trains  Rate  Capmas Short link:  "
29,3/5/2019 12:28:45 PM,Egypt-Politics,"Six people killed, 31 injured in road accident in Egypt's Beheira ","https://english.ahram.org.eg/NewsContent/1/64/327641/Egypt/Politics-/Six-people-killed,--injured-in-road-accident-in-Eg.aspx","Six people were killed and 31 others were injured in a road accident early on Tuesday in Kafr Al-Dawwar, Beheira governorate, Al-Ahram Arabic news website reported.The accident happened when two micro-buses collided on the agricultural road in Kafr Al-Dawwar due to bad weather conditions.The bodies of the victims and the injured were taken to hospitals.According to Egypt's Meteorological authority, a wave of unstable weather conditions is hitting the country for 48 hours starting Tuesday.The general traffic department at the Ministry of Interior has issued a warning to all drivers in Egypt to be careful on highways because of the unstable weather conditions. Search Keywords:Egypt  Behaira  Road accidents Short link:  "
30,11/26/2018 10:24:06 PM,Egypt-Politics,Road accidents in Egypt down by 24.2% in first half of 2018: CAPMAS,https://english.ahram.org.eg/NewsContent/1/64/317984/Egypt/Politics-/Road-accidents-in-Egypt-down-by--in-first-half-of-.aspx," Related Egypt's new traffic law to be implemented within three years: Parliament's transport deputyEgypt's cabinet drafts first major reforms to traffic laws in 44 yearsThe first half of 2018 saw 4,426 road accidents in Egypt, down from 5,836 in the same period in 2017; a drop of 24.2 percent, the state's statistics agency said.In a report, the Central Agency for Public Mobilisation and Statistics (CAPMAS) said that deaths from road accidents decreased to 1,560 in the first half of 2018, compared to 1,929 in the same period last year.The number of accidents on highways was recorded at 24.6 accidents per day in the first half of 2018, compared to 32.4 over the same period last year.The first half of 2018 also recorded 8.7 deaths from road accidents per day, compared to 10.7 over the same period last year.Injuries from road accidents dropped to 33 per day, compared to 40.4 in the first half of 2017.The report also showed that the main cause of road accidents was driver error, at 75.7 percent, followed by technical malfunctions, at 17.1 percent, and poor road maintenance at 2.9 percent.The report also said that there was a spike in train accidents, reaching 1,082 accidents in the first half of 2018, compared to 793 in 2017; a 36.4 percent increase.Deadly road accidents take place on a daily basis in Egypt due to poor road safety, badly maintained infrastructure, and loosely enforced traffic regulations.However, Egypt has allocated millions of pounds on developing and expanding road networks in recent years.In 2017, the government has also passed a new, comprehensive traffic law to crackdown on violators and enhance safety and security. The law will go into effect in 2020.Last year, CAPMAS said that the number of road accidents which took place in Egypt in 2017 dropped to 11,000 from around 15,000 the previous year.Search Keywords: accidents  roads  Cairo Short link:  "
31,9/14/2018 2:38:46 PM,Egypt-Politics,Egypt to implement ban on heavy trucks on Ring Road starting Saturday,https://english.ahram.org.eg/NewsContent/1/64/311531/Egypt/Politics-/Egypt-to-implement-ban-on-heavy-trucks-on-Ring-Roa.aspx,"Egypt is set to implement a heavy truck ban on the Greater Cairo Ring Road starting Saturday, the official state news agency MENA reported on Friday.The ban will be enforced between 6am and 12am, and will affect trucks with loads of more than four tonnes of cargo.The heavy trucks can use the country's massive regional road as an alternative to the ring road. The regional road connects several major districts of the city, and is a key route for commuter traffic.The ring road is a common site of traffic accidents. Heavy trucks are often blamed for major deadly accidents around the country's highways. In a recent meeting, Egypt's Prime Minister Mostafa Madbouly said the decision, which was made earlier this September, would contribute in a lowering of traffic pressure on the Ring Road, by an estimated 30 to 35%.He added that both the police and the army would coordinate to ensure that the new decision is implemented, and would not allow violations which threaten the safety of roads to occur.Deadly road accidents take place on a near daily basis in Egypt, a country that is unfortunately notorious for inadequate road safety, poorly maintained infrastructure, and loosely applied traffic regulations.The country's official statistics agency said in April that more than 11,000 road accidents took place in Egypt in 2017, down from around 15,000 accidents in the previous year.The government has recently issued new traffic laws to enforce safer driving practices.Search Keywords:Egypt  Cairo  Ring Road  Regional Road  Trucks  Heavy  Cargo  Accidents  Safety Short link:  "
32,8/7/2018 3:18:08 PM,Egypt-Politics,Egypt buys 6.8 million euro railway inspection vehicle from Austria ,https://english.ahram.org.eg/NewsContent/1/64/309199/Egypt/Politics-/Egypt-buys--million-euro-railway-inspection-vehicl.aspx,"Egypt has purchased a new 6.8 million euro railway track inspection vehicle as part of efforts to enhance the safety of an outdated railway system dogged by frequent accidents, Egypt's state news agency MENA reported.The track recording and inspection vehicle EM100U, made by Austrian track maintenance machine manufacturer Plasser Australia, measures, records and analyses defects in tracks and rails at a speed of 110 km/h.The technology includes a video recording system that offers images of the rails and track components as well as a rail flaw detection system that allows ultrasound testing of the rails. It also offers track substructure measurements through ground-penetrating radar.The vehicle is expected for delivery within a year, Egypt's Minister of Transport Hisham Arafat said on Tuesday.It will be replacing the 40-year-old inspection equipment used by Egypt's railway authority and aims to improve the network's safety standards, Arafat said during the signing of the sale contract with the Austrian company.The deal includes providing spare parts and maintenance for five years.Egypt's railway network is notorious for its poor safety record, mostly blamed on a lack of maintenance, manually-operated systems and poor management. Successive governments have failed to enforce basic safety measures for the network.Last month, an Egyptian passenger train derailed near the southern city of Aswan, injuring at least six people and prompting authorities to fire the chief of the country’s railways. The incident came two weeks after at least 58 people were wounded when a passenger train derailed south of the capital Cairo.The transport ministry has embarked on a five-year EGP 55 billion plan to upgrade the system, which includes developing infrastructure, purchasing new trains and upgrading old ones.Search Keywords:Egypt  railway  inspection  safety  accidents  Short link:  "
33,4/5/2018 8:07:52 PM,Egypt-Politics,Truck driver involved in deadly Sohag crash in Upper Egypt turns himself in,https://english.ahram.org.eg/NewsContent/1/64/297112/Egypt/Politics-/Truck-driver-involved-in-deadly-Sohag-crash-in-Upp.aspx," Related Nine people killed, eight injured in deadly Cairo-Ismailia car accident13 killed, 3 injured in Beni Suef road accidentAmid early fog, four people killed in Cairo-Alexandria Desert Road car accidentA truck driver involved in a deadly crash that killed 21 people on Wednesday on the Eastern Desert road of Upper Egypt's Sohag governorate (495km south of Cairo), has turned himself in to authorities on Thursday.Late on Wednesday, a truck collided with a mini bus in Sohag, killing 21 people, including 11 children.The driver of the truck was referred to the prosecution for investigation. The mini bus driver was killed in the crash.All those killed in the crash were from Esna in neighbouring Luxor, and were on their way to attend a wedding ceremony.The prosecution has not yet determined the cause of the accident.According to the World Health Organization (WHO), about 12,000 people are killed due to road crashes every year.The Egyptian government has been working on enhancing road and highway infrastructure qnd security across the country.Search Keywords:Upper Egypt  Sohag  Crash  Accidents  Rate Short link:  "
34,3/12/2018 4:00:00 PM,Egypt-Politics,Egypt's new traffic law to be implemented within three years: Parliament's transport deputy,https://english.ahram.org.eg/NewsContent/1/64/292622/Egypt/Politics-/Egypts-new-traffic-law-to-be-implemented-within-th.aspx,"Egypt's draft traffic law will be implemented within the next three years, Ahmed Hussien, the deputy head of parliament's transportation committee, said on Monday.Hussein made the comment during an interview on the Dream TV morning show, without saying when the law is likely to be put before parliament for discussion ahead of a vote.In October, the Egyptian cabinet approved a draft traffic law that would replace the current law, which was issued in 1973. If the new draft becomes law, it will be the biggest reform of the country's traffic regulations since the 1973 law was passed.The draft legislation includes a new electronic system for licensing and ticketing aimed at reducing road accidents in Egypt.According to recent data released by the Central Agency for Public Mobilization and Statistics (CAPMAS), a total of 5,343 people were killed and 18,646 others injured as a result of traffic accidents in 2016, while 21,089 vehicles were destroyed.The number of road accidents in 2016 was 14,710, an increase of 1.1 percent compared with the figure of 14,548 for 2015. Meanwhile, 9.4 million vehicles were licensed in Egypt in 2016.The draft law also proposes an electronic ticketing system for traffic violations and a penalty-point system that would see repeat offenders lose their licences. At present, minor traffic violations are generally punished through fines only.The draft law also prohibits vehicles manufactured more than five years before from obtaining public transport licences. Vehicles that already hold licences and are under 20 years old may continue to renew their licences, while those over 20 will not be able to do so.The law also criminalizes the erection of unauthorized speed bumps. Search Keywords:Egypt  Traffic law  Road  Accidents Short link:  "
35,8/27/2017 11:13:20 AM,Egypt-Politics,Egypt offers 'deepest condolences' to Brazil after two boat accidents,https://english.ahram.org.eg/NewsContent/1/64/276086/Egypt/Politics-/Egypt-offers-deepest-condolences-to-Brazil-after-t.aspx," Related 41 dead in two Brazil boat wrecksEgypt has offered its deepest condolences to Brazil after two separate boat wrecks last week that left at least 41 people dead, according to an Egyptian foreign ministry statement late on Saturday.""Egypt’s government and people stand side by side with the government and people of Brazil in this difficult time,"" the statement read.On Tuesday, a boat named Captain Ribeiro sank on the Xingu River. It had 49 people on board, of whom 23 were rescued, 19 drowned and seven remain missing.In separate incident, the Brazilian navy said that 22 people died when a ferry sank early on Thursday off the northeastern state of Bahia.Search Keywords:Egypt  Brazil  boat  collision  Short link:  "
36,8/24/2017 5:32:21 PM,Egypt-Politics,"Five killed, six injured in road accident near Egypt's Marsa Matrouh ","https://english.ahram.org.eg/NewsContent/1/64/275958/Egypt/Politics-/Five-killed,-six-injured-in-road-accident-near-Egy.aspx"," Related Commander of Egypt's Northern Military Region dies in road accidentNine killed, 11 injured in road accident in Egypt's Alexandria17 Egyptian conscripts injured in North Sinai road accidentFive people were killed and six others were injured on Thursday when a micro-bus flipped over on the North Coast International Highway in Egypt's Marsa Matrouh governorate, the Ministry of Health announced.Two of those killed in the accident, which took place in the Jefaira region near Ras El-Hikma, have not been identified.The injured are receiving treatment at Ras El-Hikma Hospital and Marsa Matrouh General Hospital.Deadly road crashes take place on a near daily basis in Egypt, which is notorious for poor road safety, badly maintained infrastructure, and loosely enforced traffic regulations. In 2015, the country saw 25,500 road fatalities, while the total number of car accidents numbered 14,500, according to a study published by the official statistics body CAPMAS in August 2016.Search Keywords: Egypt  Accidents  Short link:  "
37,8/7/2017 9:21:27 PM,Egypt-Politics,Four Dutch tourists injured in car accident in Egypt ,https://english.ahram.org.eg/NewsContent/1/64/274965/Egypt/Politics-/Four-Dutch-tourists-injured-in-car-accident-in-Egy.aspx,"Four Dutch tourists were injured in a car accident in Hurghada on Monday, Al-Ahram Arabic website reported.The incident reportedly happened when a tour bus collided with a limousine on the highway leading to the resort city's airport.The four tourists were transferred to Hurghada general hospital to receive treatment.Deadly traffic accidents take place on a daily basis in Egypt, largely due to poor road safety, badly maintained infrastructure, and loosely enforced traffic regulations. Search Keywords: Hurghada   Egypt  Netherlands   Car accidents Short link:  "
38,6/27/2017 5:14:48 PM,Egypt-Politics,Egypt's Ministry of Health: 25 people killed in different accidents during first 2 days of Eid ,https://english.ahram.org.eg/NewsContent/1/64/271656/Egypt/Politics-/Egypts-Ministry-of-Health--people-killed-in-differ.aspx,"Egypt's Ministry of Health said on Tuesday that 25 people were killed while 238 others were injured in the first and second days of Eid holiday in different accidents across the country.According to the ministry's statement, eight people drowned in Alexandria, Minya, Sharkiya and Aswan while as 222 people were injured in different road accidents in Cairo, Hurghada, Matrouh and Alexandria.The statement added that nine people were transferred to hospital for possible food poisoning.The Eid holiday in Egypt started on Sunday and ends Tuesday. Search Keywords: Egypt  Eid  Ministry of health Short link:  "
39,5/7/2017 12:37:11 PM,Egypt-Politics,Train service to Egypt’s Qena suspended due to fire ,https://english.ahram.org.eg/NewsContent/1/64/268249/Egypt/Politics-/Train-service-to-Egypt%E2%80%99s-Qena-suspended-due-to-fir.aspx," Related At least 2 dead in train-microbus crash in Egypt’s Al-AyyatFive dead, 27 injured in Giza train accidentTrain services to and from Qena in Upper Egypt have been suspended after a train carriage caught fire on Sunday.The front carriage of a train caught fire, causing the driver to stop in Qena’s Feheyra district, Al-Ahram Arabic news website reported.Fire fighting trucks and police personnel were sent to tackle the fire.No casualties were reported as a result of the incident.In 2002, Egypt witnessed its worst ever railway disaster when a train caught fire in El-Ayyat, killing at least 380 people. There have been several minor incidents involving fires on trains since.Egypt's railway system is operated manually, with employees responsible for managing the opening of crossings by communicating with drivers – a practice that is considered potentially unsafe and unreliable.Search Keywords:train accidents  Qena  road safety  Short link:  "
40,4/24/2017 11:22:52 AM,Egypt-Politics,"Two killed, 42 injured in Egypt bus accidents","https://english.ahram.org.eg/NewsContent/1/64/265492/Egypt/Politics-/Two-killed,--injured-in-Egypt-bus-accidents.aspx","Two people were killed and another 42 injured on Monday in two separate road accidents in Egypt, both involving buses.A bus accident on the Cairo-Alexandria Road, in Beheira governorate, left two dead and 18 injured, according to Egypt's state-run news agency MENA.The victims were taken by ambulance to Wadi Al-Natrun Central Hospital, where they are receiving the appropriate care, the health ministry spokesperson Khaled Megahed told MENA.The bus involved in the accident was reportedly carrying workers.Another accident on Monday morning left 24 people injured after a tourist bus overturned on the Suez-Ein Sokhna Road.A medical source at Suez Public Hospital told MENA that 24 people were undergoing treatment for a range of injuries.Deadly road accidents take place on an almost daily basis in Egypt, which is notorious for poor road-safety conditions, badly maintained infrastructure and loosely enforced traffic regulations.Egypt saw 25,500 road fatalities in 2015, while the total number of car accidents was 14,500, according to a study published by the state's official statistics body CAPMAS in August 2016.According to a global status report on road safety in 2015, published by the World Health Organisation, Egypt ranked 16th for road fatalities among Arab countries and 109th globally out of 180 countries. Search Keywords:Short link:  "
41,1/21/2017 2:23:45 PM,Egypt-Politics,Egypt's Meteorological Authority warns of dense fog Sunday,https://english.ahram.org.eg/NewsContent/1/64/256548/Egypt/Politics-/Egypts-Meteorological-Authority-warns-of-dense-fog.aspx," Related Egypt's traffic authority re-opens vital highways after closure due to heavy fogTwo of Egypt's main highways closed due to heavy fogFog disturbs traffic on Cairo entry roadsDense fog is expected early Sunday that would impair drivers’ vision during early morning commutes, Egypt's state news agency MENA quoted the Egyptian Meteorological Authority as saying. Fog has been a constant in the early morning since last week. On Thursday, the country closed off a number of major highways, such as the Cairo Ring Road and the Cairo-Alexandria Desert Road, until 10am to prevent accidents amid dense fog. The Meteorological Authority said the current wave of morning fog is expected to continue until Wednesday coming. Egypt's traffic authority has increased the number of traffic police on roads affected by fog to facilitate safe commutes. Warmer weather is expected during the daytime Sunday while colder temperatures are expected at night. Cairo will see highs of 19 degrees Celsius and lows of nine degrees Celsius, while the coastal city of Alexandria will witness daytime highs of 18 degrees Celsius and nighttime lows of 13 degrees Celsius.Search Keywords: Egypt  fog  weather  Egyptian Meteorological Authority Short link:  "
42,12/31/2016 10:46:19 AM,Egypt-Politics,At least 2 dead in train-microbus crash in Egypt’s Al-Ayyat,https://english.ahram.org.eg/NewsContent/1/64/254171/Egypt/Politics-/At-least--dead-in-trainmicrobus-crash-in-Egypt%E2%80%99s-A.aspx," Related Egypt's top prosecutor detains train driver in Ayyat crash over murder chargesFive dead, 27 injured in Giza train accident8 dead, 8 injured in train-vehicle collision in Egypt’s AswanAt least two people died early on Saturday when a train crashed with a microbus attempting to cross the railway in Giza’s Al-Ayyat, Ahram Arabic website reported.Sources in Al-Ayyat told Ahram Arabic the crossing operator was asleep during the accident and escaped once the incident took place.It is still unclear if there are any injured people from the accident.Egypt's railway system is operated manually, with employees responsible for managing the opening of the crossings by communicating with the drivers -- a practice that is considered unsafe and unreliable.In January 2016, seven people were killed in a similar incident when a train coming from Upper Egypt ran over a car that was crossing the railway in Giza's Al-Ayyat during foggy weather.Al-Ayyat witnessed two train crashes in 2009 that killed at least 50 people.On 20 February 2002, a train caught fire in Al-Ayyat, killing at least 380 people, the worst railway disaster in Egypt's history. Search Keywords:Egypt  Al-Ayyat  train  crash  accident  Giza Short link:  "
43,12/26/2016 10:20:22 AM,Egypt-Politics,Seven people killed in hit-and-run on Cairo-Alexandria Agriculture Road ,https://english.ahram.org.eg/NewsContent/1/64/253874/Egypt/Politics-/Seven-people-killed-in-hitandrun-on-CairoAlexandri.aspx," Related Five killed in bus crash on Cairo-Alexandria Agriculture RoadEight killed, 12 injured in road crash on Egypt's North Coast highwaySchool bus accident on Egypt's Suez road leaves 4 dead, 17 injuredSeven people died early Monday after being hit by a car on the Cairo-Alexandria Agricultural Road near Qalioub City north of Cairo, Al-Ahram Arabic website reported.The victims were standing on the side of the road changing a flat tyre when a speeding car hit them and fled the scene, the police report revealed.Deadly road accidents take place on a near-daily basis in Egypt, which is notorious for poor road-safety conditions, badly maintained infrastructure and loosely enforced traffic regulations.Egypt saw 25,500 road fatalities last year, while the total number of car accidents was 14,500, according to a study published by the state's official statistics body CAPMAS in August 2016.According to a global status report on road safety in 2015, published by the World Health Organisation, Egypt ranked 16th for road fatalities among Arab countries and 109th globally out of 180 countries.Search Keywords: road accidents  road safety Short link:  "
44,11/16/2016 9:00:00 AM,Egypt-Politics,"Three killed, 15 injured in car accident in Egypt's Sohag ","https://english.ahram.org.eg/NewsContent/1/64/250116/Egypt/Politics-/Three-killed,--injured-in-car-accident-in-Egypts-S.aspx"," Related School bus accident on Egypt's Suez road leaves 4 dead, 17 injuredFive dead, 27 injured in Giza train accident9 killed in road accidents on Cairo-Alamein roadThree people were killed and 15 others were injured in a car accident on the Sohag-Red Sea highway in Sohag in Upper Egypt on Wednesday morning, Ahram Arabic website reported. According to Sohag security directorate, a microbus crashed in to a taxi due to high speed killing its driver and passengers. The victims were all residents of Nagea Hammadi in Qena governorate. The injured were transferred to Akhamim central hospital, Sohag University Hospital and Sohag General Hospital. Deadly road crashes take place on a near-daily basis in Egypt, which is notorious for poor road safety conditions, badly maintained infrastructure and loosely enforced traffic regulations.In 2015, a total 14,548 road accidents were recorded by Egypt's official statistics agency.Search Keywords: Egypt  Sohag  Road accidents  Highways  Short link:  "
45,11/8/2016 1:20:21 PM,Egypt-Politics,"School bus accident on Egypt's Suez road leaves 4 dead, 17 injured",https://english.ahram.org.eg/NewsContent/1/64/248531/Egypt/Politics-/School-bus-accident-on-Egypts-Suez-road-leaves--de.aspx,"Four people, including a 6 year old girl, were killed and 17 injured on Tuesday in a collision on Suez road between a school bus and a truck, Egyptian Health Ministry announced.The school bus driver and two teachers on board were also killed in the accident. Most of those injured were students. Deadly car accidents take place on a near-daily basis in Egypt, due to poor road safety conditions, badly maintained infrastructure and loosely enforced traffic regulations.In 2015, Egypt saw 25,500 road fatalities, while the total number of car accidents was 14,500 according to the official statistics body.According to a global status report on road safety in 2015 published by the World Health Organisation, Egypt's fatality rate ranked 16th among Arab countries and 109th globally out of 180 countries. Search Keywords:car accidents  school bus  car fatalities  road safety  Short link:  "
46,10/28/2016 4:42:00 PM,Egypt-Politics,Fifteen dead after heavy rain hits Egypt,https://english.ahram.org.eg/NewsContent/1/64/246772/Egypt/Politics-/Fifteen-dead-after-heavy-rain-hits-Egypt.aspx," Related Heavy rain and high winds close seaports and highways on Egypt's Red Sea coastStrong rains expected in Egypt: Meteorological AuthorityEgypt considers utilising rainmaking technologyFifteen people have been killed and 47 others injured as a result of torrential rain and flooding in Egypt since Thursday, health officials have said.Seven people were killed and 23 others injured after heavy rain hit the town of Ras Gharib in the Red Sea governorate, MENA agency reported the provincial health department as saying. Schools in the coastal town, which is around 150 km north of Hurghada, have been indefinitely suspended due to the flooding.Six people were also killed and 24 others wounded early on Friday when two buses and three other vehicles overturned in floods on a highway in the governorate of Sohag, which lies some 500 km south of Cairo, the health ministry said.Authorities closed off the road in both directions after many vehicles became trapped in the floods, a provincial official told Al-Ahram Arabic news website.Twenty-six ambulances were rushed to the scene of the accident, Ahmed El-Ansary, the head of the ambulance authority, told the website.Two people were also killed by electric shocks resulting from thunder in Fayed, in the Suez Canal governorate of Ismailiya.Heavy rains caused flooding in several towns in Upper Egypt and along the Red Sea coast on Wednesday and Thursday. Impoverished areas with poor infrastructure have been worse hit.The capital Cairo has been spared the unstable weather conditions. Search Keywords: Egypt  rains  road  weather  flood  Upper Egypt Short link:  "
47,9/7/2016 6:57:05 PM,Egypt-Politics,Egypt's railway system needs one year to show signs of improvement: Minister,https://english.ahram.org.eg/NewsContent/1/64/243597/Egypt/Politics-/Egypts-railway-system-needs-one-year-to-show-signs.aspx," Related Five dead, 27 injured in Giza train accidentEgypt's Minister of Transportation Galal Said said Wednesday that Egypt's railway system would take a year to show signs of improvement as it has endured deterioration over a long time.According to state news agency MENA, Said added that repairing and developing the railway system would take the ministry two to three years.""The development programme includes improving the existing rail system and carriages and buying new ones,"" he said. The minister's statement came after a deadly train accident in Giza's Al-Ayyat Wednesday morning in which five people were killed and 27 injured when three train carriages derailed.Giza governor Mohamed Al-Dali issued compensation: EGP 5000 for the families of deceased and EGP 2000 for those injured in the train accident.Egypt's railway system is operated manually, with employees responsible for opening of crossings by communicating with drivers, a practice that is considered potentially unsafe and unreliable.Al-Ayyat, about 70 km south of Cairo, also witnessed the worst train disaster in Egypt when a train packed to double capacity caught fire, killing 373 in 2002. Search Keywords: Egypt  transportation  railway  accidents Short link:  "
